Scheduling End,95827386465
Makespan,96009310896
Schedule Repartition Time,Repartition Begin,Repartition End,Copy Duration
9.9012,9.90194,9.90478,0.00880221
9.91961,9.92039,9.92327,0.00872954
9.93795,9.93875,9.94161,0.00866417
9.95651,9.95726,9.95974,0.00881232
9.97373,9.97442,9.97691,0.00873887
9.99081,9.99151,9.9941,0.0087091
10.0085,10.0092,10.0116,0.00879314
10.0261,10.0268,10.0292,0.00874838
10.0433,10.0439,10.0466,0.00867557
10.0608,10.0616,10.0641,0.00874064
10.0786,10.0793,10.0818,0.00882185
10.0959,10.0967,10.0993,0.00887362
10.1132,10.1139,10.1166,0.0088477
10.1309,10.1316,10.1342,0.00880815
10.1478,10.1485,10.151,0.00867009
10.1647,10.1654,10.168,0.00872209
10.1817,10.1825,10.185,0.00867084
10.1987,10.1994,10.2021,0.0087614
10.2156,10.2163,10.2189,0.00850687
10.2322,10.233,10.2355,0.00837084
10.2491,10.2498,10.2525,0.00859355
10.2672,10.268,10.2708,0.00940287
10.2856,10.2864,10.2892,0.0087299
10.3039,10.3046,10.3071,0.00877813
10.321,10.3218,10.3243,0.00870523
10.3382,10.339,10.3415,0.00870856
10.3552,10.356,10.3585,0.00861577
10.372,10.3727,10.3754,0.00854202
10.3894,10.3902,10.3927,0.008743
10.4067,10.4074,10.4099,0.00878089
10.4239,10.4246,10.427,0.00873942
10.4411,10.4418,10.4443,0.00875959
10.4582,10.4589,10.4614,0.00862168
10.4755,10.4762,10.4788,0.00869561
10.4951,10.4958,10.4983,0.0112032
10.516,10.5167,10.5193,0.0123001
10.5367,10.5373,10.5399,0.0121023
10.5578,10.5583,10.5604,0.0124548
10.5765,10.5773,10.5801,0.0106062
10.5945,10.5953,10.5979,0.00878893
10.6124,10.6132,10.6151,0.00883584
10.6295,10.6303,10.633,0.00887042
10.6474,10.6482,10.6506,0.00885719
10.6658,10.6666,10.669,0.0087626
10.6825,10.6833,10.6858,0.00872661
10.6996,10.7005,10.7032,0.00879419
10.717,10.7179,10.7208,0.00864008
10.7349,10.7358,10.7388,0.00860563
10.7534,10.7544,10.7576,0.00874286
10.7736,10.7748,10.7788,0.00972534
10.7959,10.797,10.8004,0.00933369
10.8164,10.8175,10.8212,0.00933965
10.8376,10.8388,10.8425,0.00933633
10.859,10.8602,10.8643,0.00939507
10.8816,10.8828,10.8869,0.00957315
10.9043,10.9055,10.9096,0.00943596
10.9269,10.9281,10.9322,0.00951451
10.9496,10.9508,10.9548,0.00948243
10.9719,10.9732,10.9772,0.00930926
10.9943,10.9956,10.9996,0.00937936
11.0168,11.018,11.0221,0.00943051
11.0394,11.0406,11.0447,0.00941438
11.0619,11.0632,11.0672,0.00947356
11.0846,11.0858,11.0899,0.0095195
11.1073,11.1085,11.1126,0.00945801
11.1299,11.1312,11.1352,0.00944878
11.1524,11.1537,11.1578,0.00946768
11.175,11.1762,11.1803,0.00942258
11.1974,11.1986,11.2027,0.00934343
11.2197,11.2209,11.2249,0.00926711
11.2421,11.2433,11.2474,0.00948825
11.2647,11.2665,11.2705,0.00954218
11.2871,11.2883,11.2923,0.00867525
11.3127,11.3139,11.3179,0.0126291
11.3377,11.3389,11.343,0.0117944
11.3605,11.3618,11.3658,0.00943014
11.3823,11.3836,11.3876,0.00874207
11.4041,11.4053,11.4093,0.00870609
11.4259,11.4271,11.4311,0.00879717
11.4477,11.449,11.453,0.00879769
11.4696,11.4708,11.4748,0.0087001
11.4912,11.4924,11.4964,0.00863939
11.5129,11.5141,11.5182,0.00875893
11.5347,11.536,11.54,0.00875676
11.5565,11.5578,11.5618,0.00874811
11.5822,11.5835,11.5875,0.0125756
11.6048,11.6061,11.6101,0.00924986
11.6267,11.6279,11.632,0.00878613
11.6486,11.6498,11.6539,0.00877539
11.6706,11.6718,11.6759,0.00878479
11.6924,11.6937,11.6977,0.00873879
11.7142,11.7154,11.7195,0.00870637
11.736,11.7372,11.7413,0.0087785
11.758,11.7592,11.7633,0.00883567
11.7812,11.7825,11.7865,0.00952722
11.8039,11.8051,11.8092,0.0094456
11.8265,11.8278,11.8318,0.00947121
11.8492,11.8504,11.8545,0.0095039
11.8746,11.8759,11.88,0.0122976
11.9001,11.9014,11.9054,0.0118915
11.9255,11.9268,11.9309,0.0119359
11.9492,11.9505,11.9545,0.0101664
11.9718,11.973,11.9771,0.009439
11.9943,11.9955,11.9996,0.00938422
12.0168,12.018,12.0221,0.00946156
12.0394,12.0406,12.0447,0.00946037
12.0619,12.0632,12.0672,0.00943571
12.0844,12.0856,12.0896,0.00934874
12.107,12.1082,12.1123,0.00958749
12.1298,12.131,12.1352,0.00960069
12.1526,12.1539,12.158,0.00955739
12.1753,12.1766,12.1806,0.00945365
12.1979,12.1991,12.2032,0.00952873
12.2206,12.2219,12.2259,0.00952032
12.2432,12.2444,12.2484,0.0093679
12.2662,12.2674,12.2715,0.00994793
12.2887,12.29,12.294,0.00946061
12.3113,12.3126,12.3166,0.0094418
12.3338,12.3351,12.3391,0.00940994
12.3595,12.3607,12.3648,0.0125168
12.3847,12.3859,12.3899,0.011718
12.4099,12.4111,12.4151,0.0118138
12.4351,12.4363,12.4404,0.0118074
12.4605,12.4617,12.4658,0.0119189
12.4858,12.4871,12.4911,0.0118605
12.511,12.5122,12.5162,0.0117123
12.536,12.5373,12.5413,0.01172
12.5612,12.5625,12.5665,0.011796
12.5864,12.5876,12.5916,0.0117002
12.6116,12.6128,12.6168,0.0118423
12.6368,12.6381,12.6422,0.0119116
12.6623,12.6635,12.6676,0.0118943
12.6876,12.6888,12.6929,0.0117858
12.7125,12.7138,12.7177,0.0115164
12.7374,12.7387,12.7427,0.0116819
12.7626,12.7638,12.7683,0.0118302
12.7881,12.7893,12.7933,0.0116594
12.8133,12.8145,12.8186,0.0118527
12.8387,12.8399,12.844,0.0118979
12.8641,12.8653,12.8694,0.0118991
12.8893,12.8906,12.8946,0.011734
12.9143,12.9156,12.9195,0.0116207
