Scheduling End,78162327053
Makespan,93010913364
Schedule Repartition Time,Repartition Begin,Repartition End,Copy Duration
10.0546,10.0558,10.0599,0.00887238
10.0769,10.0781,10.0822,0.00880274
10.0994,10.1007,10.1047,0.00867537
10.1215,10.1228,10.1268,0.00873085
10.1438,10.145,10.1491,0.00884029
10.1662,10.1675,10.1716,0.00887805
10.1886,10.1899,10.194,0.00881383
10.211,10.2122,10.2163,0.00881632
10.2331,10.2344,10.2384,0.00873783
10.2552,10.2564,10.2604,0.00861192
10.2771,10.2784,10.2824,0.00868689
10.2992,10.3004,10.3045,0.00869162
10.3213,10.3225,10.3266,0.00867385
10.3434,10.3447,10.3487,0.00867782
10.3658,10.3671,10.3711,0.00882969
10.388,10.3893,10.3933,0.0087631
10.4101,10.4113,10.4154,0.00870934
10.4324,10.4337,10.4377,0.00881664
10.4547,10.4559,10.46,0.00877022
10.4768,10.478,10.4821,0.00871781
10.4989,10.5002,10.5042,0.00869451
10.521,10.5223,10.5263,0.0086996
10.5433,10.5445,10.5486,0.00885815
10.5656,10.5668,10.5709,0.00884334
10.5884,10.5897,10.5938,0.00930958
10.6106,10.6119,10.6159,0.00872357
10.6329,10.6341,10.6382,0.00880657
10.655,10.6563,10.6602,0.00870495
10.6769,10.6782,10.6822,0.00868246
10.699,10.7002,10.7042,0.00872628
10.721,10.7222,10.7263,0.00869566
10.743,10.7442,10.7483,0.00871242
10.765,10.7662,10.7702,0.00864047
10.787,10.7882,10.7923,0.00873814
10.8091,10.8103,10.8144,0.00869701
10.8313,10.8325,10.8366,0.00879798
10.8535,10.8548,10.8588,0.00875643
10.8757,10.877,10.8811,0.00874979
10.8978,10.8991,10.9031,0.00868451
10.92,10.9213,10.9254,0.00872083
10.9424,10.9436,10.9477,0.00879482
10.9647,10.966,10.9701,0.00881988
10.9869,10.9882,10.9922,0.00868111
11.009,11.0103,11.0142,0.00871551
11.031,11.0322,11.0363,0.00873421
11.0532,11.0544,11.0584,0.00877659
11.0752,11.0764,11.0805,0.0086833
11.0978,11.0991,11.1031,0.008732
11.1201,11.1214,11.1254,0.00873683
11.1423,11.1435,11.1475,0.00877864
11.1645,11.1657,11.1698,0.00879773
11.1868,11.1881,11.1921,0.00884885
11.2091,11.2104,11.2145,0.00884905
11.2314,11.2326,11.2367,0.0087706
11.2536,11.2549,11.259,0.00881977
11.2759,11.2772,11.2812,0.00877365
11.2982,11.2994,11.3035,0.00878673
11.3205,11.3218,11.3259,0.00885828
11.3429,11.3441,11.3482,0.00881474
11.3652,11.3665,11.3706,0.00886464
11.3876,11.3889,11.3929,0.00883282
11.4097,11.411,11.415,0.00861243
11.4318,11.4331,11.4371,0.00871376
11.4538,11.455,11.459,0.00862574
11.4756,11.4769,11.4809,0.00860219
11.4976,11.4988,11.5029,0.00865089
11.5197,11.5209,11.5249,0.00871921
11.5418,11.543,11.5471,0.00875478
11.5641,11.5654,11.5694,0.00890953
11.5868,11.588,11.592,0.00925359
11.6089,11.6102,11.6142,0.0087572
11.631,11.6322,11.6362,0.00873522
11.6532,11.6544,11.6585,0.00884657
11.6754,11.6766,11.6806,0.00874061
11.6975,11.6988,11.7028,0.00878118
11.7196,11.7209,11.7249,0.00874478
11.7418,11.7431,11.7471,0.00877153
11.7639,11.7652,11.7693,0.00869159
11.7865,11.7877,11.7918,0.00888328
11.8088,11.8101,11.8142,0.00883844
11.8311,11.8324,11.8365,0.00876942
11.8535,11.8548,11.8588,0.00885002
11.8758,11.8771,11.8811,0.00877278
11.8981,11.8994,11.9034,0.0088289
11.9203,11.9216,11.9256,0.00864435
11.9425,11.9438,11.9478,0.00882854
11.9647,11.966,11.97,0.00871751
11.9867,11.988,11.992,0.00870413
12.0087,12.0099,12.014,0.00865438
12.0307,12.032,12.036,0.00868412
12.0527,12.054,12.058,0.00873622
12.0751,12.0763,12.0804,0.00894901
12.0981,12.0994,12.1035,0.00889231
12.1205,12.1218,12.1258,0.00884102
12.1428,12.1441,12.1482,0.00880236
12.165,12.1663,12.1704,0.00871542
12.1873,12.1885,12.1926,0.0087724
12.2094,12.2107,12.2147,0.00877116
12.2318,12.2331,12.2372,0.00887771
12.2543,12.2555,12.2596,0.00884746
12.2766,12.2779,12.282,0.00879369
12.299,12.3002,12.3043,0.00879181
12.3215,12.3227,12.3268,0.0089042
12.3437,12.345,12.349,0.00867469
12.366,12.3672,12.3713,0.00880007
