Scheduling End,10433897236
Makespan,11001229451
Schedule Repartition Time,Repartition Begin,Repartition End,Copy Duration
8.01426,8.01601,8.02151,0.0105742
8.04315,8.04476,8.04989,0.0105409
8.07082,8.07253,8.07745,0.0104343
8.09777,8.09948,8.10471,0.0102167
8.12513,8.12683,8.1319,0.0104941
8.1523,8.1538,8.1587,0.0104951
8.17932,8.18092,8.18604,0.0105167
8.2067,8.20815,8.21317,0.0105217
8.23422,8.23595,8.24101,0.0104585
8.26167,8.26338,8.26808,0.0104522
8.28879,8.29037,8.29544,0.0105141
8.31624,8.31819,8.3236,0.0106831
8.34534,8.34731,8.35302,0.0106803
8.37447,8.37615,8.38111,0.010762
8.41237,8.41428,8.42051,0.0188795
8.4416,8.44364,8.44911,0.0102351
8.47039,8.47192,8.47709,0.0102402
8.49863,8.49991,8.504,0.0102338
8.52239,8.52359,8.52752,0.0100334
8.54603,8.5474,8.5515,0.0102557
8.57014,8.57155,8.57594,0.0102197
8.595,8.59637,8.60073,0.0101272
8.61973,8.62107,8.62541,0.0101329
8.64447,8.64579,8.6502,0.0102664
8.66946,8.67081,8.6752,0.0103375
8.69433,8.69573,8.7001,0.0102419
8.71916,8.72064,8.72537,0.0101874
8.74495,8.74687,8.75248,0.010115
8.77192,8.77335,8.77809,0.0101654
8.7989,8.8003,8.80483,0.0103855
8.82503,8.82667,8.8316,0.0103004
8.85225,8.85411,8.85905,0.0104088
8.88003,8.88176,8.88678,0.0104106
8.90808,8.90963,8.91438,0.0108123
8.93498,8.93642,8.9415,0.0103816
8.96199,8.96385,8.969,0.010335
8.9892,8.99074,8.99568,0.0100459
9.01649,9.01809,9.02331,0.0105456
9.0439,9.04548,9.05065,0.0104319
9.07155,9.07308,9.07797,0.0105048
9.09859,9.09996,9.1049,0.0104993
9.12564,9.1273,9.13227,0.0104447
9.15319,9.15469,9.15991,0.0103288
9.18076,9.18222,9.18714,0.0104146
9.20785,9.20931,9.21433,0.0102678
9.23492,9.23652,9.24165,0.0104583
9.26222,9.26377,9.26898,0.010217
9.28957,9.29123,9.29656,0.0102931
9.31712,9.31882,9.32372,0.0102367
9.34446,9.34596,9.35085,0.0102916
9.37159,9.37307,9.37804,0.0102876
9.39852,9.40003,9.40522,0.0103287
9.42759,9.42892,9.43363,0.010341
9.4533,9.45476,9.45934,0.0101293
9.47894,9.48048,9.48504,0.0102578
9.50473,9.50627,9.511,0.0102237
9.53107,9.53241,9.53689,0.0103084
9.55651,9.55808,9.56268,0.0100954
9.58252,9.58392,9.58851,0.0102366
9.60841,9.60988,9.61447,0.0104272
9.63468,9.63616,9.64102,0.0102654
9.66111,9.66268,9.66732,0.0104785
9.68709,9.68858,9.69341,0.0102353
9.71336,9.71473,9.72005,0.0103666
9.74001,9.7414,9.74642,0.0103104
9.76639,9.76777,9.77242,0.0104439
9.79275,9.79402,9.79861,0.0104672
9.81848,9.82,9.82448,0.0104155
9.84443,9.84582,9.8505,0.0102534
9.87036,9.87183,9.87637,0.010217
9.89605,9.89766,9.90257,0.0102688
9.92271,9.92398,9.92929,0.0103179
9.94905,9.95048,9.95491,0.0103255
9.97479,9.97623,9.98082,0.0102388
10.0006,10.002,10.0068,0.0102767
10.0267,10.0282,10.0328,0.0103049
10.0529,10.0543,10.0589,0.0102938
10.0786,10.0802,10.0849,0.0103109
10.1047,10.1061,10.1106,0.0103418
10.1306,10.1319,10.1364,0.0103205
10.156,10.1574,10.1621,0.0103242
10.1821,10.1835,10.1879,0.010205
10.208,10.2095,10.2142,0.0103321
10.2343,10.2357,10.2403,0.0103602
10.2604,10.2617,10.2664,0.0103683
10.2864,10.2878,10.2925,0.0103255
10.3121,10.3135,10.3181,0.0101608
10.3381,10.3398,10.345,0.0105062
10.3648,10.3666,10.3712,0.010246
10.3913,10.3928,10.3979,0.0103492
10.4183,10.4196,10.4242,0.0101752
10.444,10.4452,10.449,0.0102068

